country,WBCode,1996 Estimate,1996 StdErr,1996 NumSrc,1996 Rank,1996 Lower,1996 Upper,1998 Estimate,1998 StdErr,1998 NumSrc,1998 Rank,1998 Lower,1998 Upper,2000 Estimate,2000 StdErr,2000 NumSrc,2000 Rank,2000 Lower,2000 Upper,2002 Estimate,2002 StdErr,2002 NumSrc,2002 Rank,2002 Lower,2002 Upper,2003 Estimate,2003 StdErr,2003 NumSrc,2003 Rank,2003 Lower,2003 Upper,2004 Estimate,2004 StdErr,2004 NumSrc,2004 Rank,2004 Lower,2004 Upper,2005 Estimate,2005 StdErr,2005 NumSrc,2005 Rank,2005 Lower,2005 Upper,2006 Estimate,2006 StdErr,2006 NumSrc,2006 Rank,2006 Lower,2006 Upper,2007 Estimate,2007 StdErr,2007 NumSrc,2007 Rank,2007 Lower,2007 Upper,2008 Estimate,2008 StdErr,2008 NumSrc,2008 Rank,2008 Lower,2008 Upper,2009 Estimate,2009 StdErr,2009 NumSrc,2009 Rank,2009 Lower,2009 Upper,2010 Estimate,2010 StdErr,2010 NumSrc,2010 Rank,2010 Lower,2010 Upper,2011 Estimate,2011 StdErr,2011 NumSrc,2011 Rank,2011 Lower,2011 Upper,2012 Estimate,2012 StdErr,2012 NumSrc,2012 Rank,2012 Lower,2012 Upper,2013 Estimate,2013 StdErr,2013 NumSrc,2013 Rank,2013 Lower,2013 Upper
"TAIWAN, CHINA",TWN,0.59,0.18,6.00,75.12,65.05,79.61,0.63,0.17,6.00,74.63,65.53,81.07,0.75,0.19,6.00,77.56,68.93,84.47,0.64,0.16,6.00,75.12,67.96,82.52,0.84,0.17,7.00,80.00,72.82,83.50,0.86,0.15,8.00,79.02,74.76,83.98,0.78,0.15,8.00,74.63,69.90,80.58,0.53,0.14,10.00,71.22,66.02,75.24,0.50,0.15,10.00,72.33,64.73,74.40,0.48,0.14,10.00,71.84,63.29,74.40,0.60,0.15,9.00,72.25,69.05,75.71,0.72,0.15,10.00,73.81,71.56,80.09,0.86,0.16,10.00,77.73,72.64,83.96,0.72,0.15,10.00,73.68,70.48,80.00,0.68,0.15,10.00,72.73,69.05,79.52
TAJIKISTAN,TJK,-1.39,0.56,1.00,4.88,0.00,33.50,-1.21,0.29,3.00,4.39,2.43,26.70,-1.05,0.22,4.00,9.27,3.40,27.18,-1.03,0.21,5.00,12.20,0.97,33.01,-1.02,0.17,6.00,11.22,4.85,27.18,-1.20,0.18,7.00,9.76,2.91,16.99,-1.09,0.16,8.00,13.17,6.31,21.36,-0.92,0.16,11.00,18.05,9.71,29.13,-0.91,0.16,11.00,17.48,8.70,30.43,-1.07,0.15,11.00,11.65,4.35,20.77,-1.13,0.15,11.00,9.57,3.33,20.95,-1.20,0.14,10.00,8.57,2.37,18.01,-1.14,0.14,11.00,9.95,3.77,19.34,-1.18,0.15,11.00,10.05,1.90,19.05,-1.19,0.17,9.00,10.05,1.90,18.57
TANZANIA,TZA,-1.03,0.30,3.00,15.12,2.91,31.07,-0.97,0.20,5.00,15.12,3.88,31.55,-0.95,0.24,5.00,14.15,4.37,32.52,-0.94,0.19,6.00,20.49,3.40,34.47,-0.78,0.19,8.00,25.37,10.19,41.26,-0.58,0.17,9.00,32.20,18.93,47.57,-0.65,0.17,10.00,30.73,18.45,46.12,-0.22,0.17,12.00,51.22,37.38,58.74,-0.34,0.18,12.00,46.12,31.40,57.49,-0.42,0.17,12.00,41.75,28.02,55.56,-0.44,0.16,13.00,39.23,26.67,54.29,-0.54,0.16,14.00,34.76,22.75,49.29,-0.63,0.16,14.00,29.38,19.81,44.81,-0.81,0.14,15.00,23.92,14.29,34.76,-0.82,0.14,15.00,22.49,13.81,33.33
THAILAND,THA,-0.21,0.18,6.00,50.24,32.04,61.17,0.00,0.16,7.00,60.49,45.15,65.05,-0.14,0.18,7.00,55.12,40.29,64.08,-0.28,0.16,7.00,47.80,34.95,56.80,-0.15,0.16,8.00,52.68,43.20,59.22,-0.15,0.15,10.00,51.71,44.17,57.77,-0.10,0.14,11.00,53.66,47.57,58.25,-0.34,0.13,13.00,44.39,34.95,54.37,-0.36,0.14,13.00,43.20,33.33,54.59,-0.42,0.14,13.00,42.23,30.92,51.21,-0.28,0.14,14.00,50.24,37.14,57.62,-0.32,0.14,13.00,48.10,34.60,55.92,-0.29,0.14,14.00,50.24,35.85,56.13,-0.34,0.13,14.00,47.37,35.24,54.29,-0.33,0.13,14.00,49.28,36.67,54.76
TIMOR-LESTE,TMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,0.47,1.00,36.10,1.94,63.59,-0.53,0.30,3.00,39.02,11.17,56.31,-0.53,0.35,4.00,36.10,11.17,56.80,-0.79,0.26,4.00,22.44,9.22,45.63,-0.86,0.24,5.00,20.00,7.77,38.83,-0.92,0.26,6.00,16.99,3.86,38.16,-0.90,0.25,6.00,18.45,4.35,38.65,-1.00,0.21,8.00,16.75,5.24,29.05,-0.97,0.21,7.00,17.62,4.27,32.23,-1.05,0.21,7.00,15.17,3.30,25.94,-0.98,0.22,7.00,17.70,3.81,30.48,-0.84,0.21,7.00,21.53,9.52,38.57
TOGO,TGO,-0.76,0.47,2.00,26.83,2.43,60.68,-0.63,0.33,4.00,32.20,5.83,56.31,-0.66,0.31,4.00,29.27,5.83,54.37,-0.77,0.31,4.00,29.27,2.91,48.06,-0.90,0.25,5.00,17.07,4.85,40.29,-0.93,0.22,6.00,16.10,6.80,34.47,-0.79,0.21,7.00,21.95,12.14,39.32,-1.07,0.19,9.00,11.22,4.37,23.30,-0.95,0.20,8.00,15.53,6.76,31.88,-0.93,0.20,7.00,17.48,5.80,32.37,-1.03,0.19,8.00,15.31,5.24,26.67,-0.96,0.18,9.00,18.10,5.21,29.86,-1.00,0.17,10.00,17.06,5.66,25.00,-1.02,0.17,10.00,16.27,5.24,26.19,-1.04,0.17,11.00,14.35,5.71,23.81
TONGA,TON,NA,NA,NA,NA,NA,NA,-0.23,0.52,1.00,49.27,10.19,73.79,-0.53,0.30,2.00,34.15,9.71,58.25,-0.68,0.31,2.00,33.17,4.85,53.40,-0.62,0.34,2.00,33.17,8.74,55.34,-0.40,0.30,3.00,43.90,18.45,57.77,-1.29,0.27,3.00,7.32,0.00,20.87,-1.30,0.32,3.00,5.85,0.49,23.30,-1.03,0.32,3.00,11.65,2.42,36.71,-0.65,0.31,3.00,30.58,7.73,55.56,-0.67,0.30,4.00,27.75,8.10,54.29,-0.31,0.30,4.00,48.57,21.80,63.51,-0.30,0.30,4.00,48.82,23.11,64.15,-0.07,0.33,3.00,55.98,30.95,70.00,-0.08,0.32,3.00,55.98,32.38,69.05
TRINIDAD AND TOBAGO,TTO,1.01,0.30,3.00,83.41,71.36,90.29,0.48,0.21,4.00,68.78,64.08,80.10,0.05,0.23,5.00,61.95,47.57,68.93,-0.18,0.18,5.00,52.68,38.35,61.65,-0.07,0.21,5.00,56.10,43.20,63.59,-0.13,0.20,6.00,53.66,40.29,61.65,-0.08,0.19,6.00,55.12,44.17,62.14,-0.31,0.21,6.00,45.37,29.13,58.74,-0.24,0.22,6.00,51.46,33.33,59.90,-0.27,0.21,6.00,49.03,32.37,60.87,-0.21,0.21,6.00,52.15,33.33,63.33,-0.36,0.21,7.00,45.24,27.49,57.82,-0.28,0.21,7.00,50.71,30.19,60.38,-0.29,0.19,8.00,49.76,31.43,59.05,-0.35,0.19,8.00,47.37,29.52,56.67
TUNISIA,TUN,-0.22,0.30,3.00,49.27,27.67,65.05,-0.03,0.20,5.00,57.56,41.75,65.05,-0.03,0.24,5.00,59.02,40.29,66.50,0.55,0.18,6.00,72.20,63.59,80.58,0.32,0.19,7.00,66.34,56.80,74.27,0.24,0.18,9.00,61.95,55.83,71.84,-0.09,0.18,9.00,54.63,44.66,60.68,-0.07,0.16,10.00,56.59,44.66,62.14,-0.11,0.16,10.00,55.83,42.51,60.39,-0.18,0.16,11.00,53.40,41.06,60.39,-0.11,0.17,11.00,56.46,41.43,64.29,-0.15,0.17,11.00,54.76,41.71,62.56,-0.18,0.16,12.00,55.92,40.09,60.85,-0.15,0.15,13.00,53.59,42.86,61.43,-0.15,0.14,15.00,54.07,45.24,60.48
TURKEY,TUR,-0.23,0.23,5.00,44.88,29.13,62.62,-0.58,0.18,6.00,33.66,20.87,43.20,-0.33,0.21,7.00,47.32,28.64,59.22,-0.71,0.17,7.00,32.20,15.53,39.81,-0.23,0.17,8.00,49.76,39.81,56.80,-0.17,0.16,11.00,50.73,42.23,57.77,-0.02,0.15,11.00,56.59,49.03,61.65,0.00,0.14,13.00,58.54,50.97,63.11,0.09,0.14,13.00,59.71,54.59,68.60,0.08,0.14,14.00,60.68,55.56,66.18,0.07,0.15,14.00,60.29,54.29,67.14,0.03,0.15,14.00,59.05,51.66,65.88,0.06,0.14,15.00,60.19,55.66,66.04,0.17,0.13,15.00,63.16,57.14,68.10,0.11,0.14,14.00,61.72,55.24,65.71
TURKMENISTAN,TKM,-0.47,0.56,1.00,36.10,5.34,67.48,-0.92,0.29,3.00,18.05,2.43,38.83,-0.95,0.26,3.00,12.68,3.40,34.95,-1.17,0.25,3.00,5.85,0.49,30.10,-1.10,0.19,4.00,9.27,3.40,24.27,-1.38,0.18,4.00,4.88,0.97,11.65,-1.43,0.16,5.00,3.41,0.00,11.17,-1.50,0.20,5.00,2.44,0.49,10.19,-1.47,0.19,5.00,2.91,0.97,8.70,-1.41,0.17,5.00,3.88,0.97,9.18,-1.46,0.18,5.00,1.91,0.00,8.57,-1.44,0.16,5.00,1.90,0.47,9.95,-1.45,0.16,5.00,2.37,0.00,8.96,-1.34,0.17,6.00,3.35,0.00,13.81,-1.34,0.17,6.00,4.31,0.00,13.33
TUVALU,TUV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.37,1.00,54.15,25.24,69.42,0.07,0.37,1.00,61.46,34.95,76.70,-0.72,0.45,1.00,27.80,2.91,56.80,0.58,0.37,2.00,73.17,56.31,85.44,-0.11,0.30,2.00,52.68,34.47,66.99,-0.08,0.39,2.00,56.10,26.70,72.82,-0.19,0.39,2.00,52.91,20.77,70.05,-0.19,0.39,2.00,52.43,21.26,70.05,-0.18,0.41,2.00,54.07,21.90,71.43,-0.21,0.41,2.00,52.86,19.43,71.56,-0.47,0.32,3.00,38.39,16.98,60.38,-0.30,0.33,3.00,48.80,22.86,63.81,-0.35,0.32,3.00,47.85,20.95,62.38
UGANDA,UGA,-0.60,0.30,3.00,28.78,12.14,53.40,-0.92,0.20,5.00,18.54,4.37,33.50,-0.85,0.24,5.00,20.98,5.34,40.29,-0.94,0.19,6.00,20.00,3.40,34.47,-0.80,0.19,9.00,23.90,9.22,40.29,-0.75,0.17,10.00,24.88,13.11,40.29,-0.85,0.17,10.00,20.98,12.14,36.89,-0.75,0.15,13.00,23.90,14.56,37.38,-0.80,0.16,13.00,21.84,11.11,35.75,-0.83,0.15,14.00,20.87,11.11,32.85,-0.89,0.16,14.00,19.62,9.52,30.48,-0.90,0.16,14.00,19.05,9.95,31.28,-0.90,0.15,15.00,19.43,9.91,28.77,-0.98,0.14,15.00,17.22,9.52,26.19,-1.05,0.14,15.00,13.88,6.67,22.86
UKRAINE,UKR,-1.03,0.28,3.00,13.17,2.91,30.58,-1.15,0.17,6.00,6.34,2.43,21.36,-1.07,0.20,7.00,7.80,3.40,26.21,-1.02,0.16,7.00,13.17,2.43,29.61,-0.86,0.15,8.00,18.54,9.22,34.47,-0.89,0.15,9.00,18.05,10.68,28.16,-0.69,0.14,9.00,29.76,18.45,39.32,-0.68,0.14,11.00,27.32,18.45,38.83,-0.74,0.13,13.00,24.27,15.46,36.23,-0.79,0.12,13.00,22.82,15.46,32.85,-1.01,0.13,13.00,16.27,6.67,23.33,-0.98,0.13,13.00,17.14,9.48,24.64,-1.00,0.12,14.00,17.54,8.02,22.64,-1.03,0.12,14.00,15.79,8.57,22.86,-1.09,0.13,13.00,11.96,5.71,20.95
UNITED ARAB EMIRATES,ARE,-0.09,0.30,3.00,55.61,30.58,67.48,-0.03,0.22,3.00,58.05,40.29,65.05,0.13,0.30,3.00,63.41,46.60,73.30,1.25,0.19,4.00,84.88,82.52,91.75,0.94,0.23,4.00,80.98,72.82,89.32,1.14,0.21,5.00,84.88,77.18,91.75,1.07,0.20,5.00,82.93,73.30,90.78,0.95,0.21,5.00,78.54,72.82,89.32,1.08,0.22,5.00,83.50,73.91,91.30,1.13,0.21,5.00,83.50,75.36,91.79,0.95,0.19,7.00,79.90,72.86,86.19,0.93,0.19,7.00,80.00,72.04,85.31,1.07,0.16,9.00,81.99,74.06,88.21,1.18,0.15,8.00,83.25,78.10,90.00,1.29,0.15,8.00,87.56,80.95,90.95
UNITED KINGDOM,GBR,2.12,0.23,5.00,96.10,92.23,100.00,2.23,0.19,5.00,96.59,93.20,100.00,2.24,0.23,5.00,96.10,92.72,100.00,2.13,0.18,5.00,95.61,92.23,99.51,2.07,0.20,5.00,95.12,92.23,99.03,1.96,0.18,6.00,94.63,91.75,97.57,1.90,0.18,6.00,94.63,92.23,97.57,1.79,0.16,8.00,93.17,91.75,95.63,1.72,0.17,8.00,92.72,91.79,94.69,1.66,0.17,8.00,92.23,91.30,94.69,1.60,0.18,8.00,91.39,86.19,93.81,1.56,0.19,8.00,90.95,85.78,93.84,1.58,0.17,9.00,92.42,86.32,94.34,1.64,0.16,9.00,92.34,89.52,94.76,1.68,0.16,9.00,93.30,89.52,95.71
UNITED STATES,USA,1.57,0.23,5.00,91.71,84.95,94.17,1.55,0.19,5.00,92.20,84.47,93.20,1.66,0.23,5.00,92.68,86.41,94.17,2.01,0.16,6.00,93.17,91.75,97.09,1.77,0.17,6.00,92.68,91.26,94.66,1.86,0.16,7.00,92.68,91.75,96.60,1.53,0.15,7.00,91.71,88.35,92.72,1.32,0.14,11.00,89.76,82.52,91.75,1.34,0.15,11.00,90.78,83.57,91.79,1.41,0.15,11.00,91.75,83.57,91.79,1.26,0.15,11.00,86.12,80.48,90.95,1.26,0.15,11.00,86.19,81.04,90.52,1.27,0.16,12.00,86.26,80.19,90.57,1.38,0.15,12.00,89.47,82.86,91.90,1.28,0.14,11.00,85.17,80.95,90.48
URUGUAY,URY,0.72,0.30,3.00,78.05,64.56,84.95,0.74,0.21,4.00,78.54,66.99,83.98,0.72,0.23,6.00,76.59,65.53,84.47,0.75,0.18,6.00,78.05,69.42,83.01,0.94,0.19,7.00,81.46,74.27,85.92,0.82,0.18,9.00,77.56,71.36,84.47,1.04,0.18,9.00,80.98,73.79,89.81,1.00,0.18,10.00,80.98,75.24,89.32,1.13,0.19,10.00,84.47,75.85,91.30,1.23,0.19,9.00,84.95,79.23,91.79,1.19,0.18,11.00,85.17,78.10,90.95,1.24,0.17,11.00,85.71,80.09,90.52,1.24,0.17,11.00,85.78,79.72,89.62,1.32,0.16,12.00,87.56,81.90,91.43,1.34,0.15,13.00,88.52,80.95,90.95
UZBEKISTAN,UZB,-1.07,0.36,1.00,12.20,2.43,33.50,-1.04,0.20,3.00,10.73,2.43,28.64,-0.91,0.20,5.00,18.05,5.34,32.04,-0.99,0.16,6.00,14.15,3.40,31.55,-1.01,0.16,7.00,12.68,5.83,26.70,-1.07,0.16,7.00,12.20,5.34,22.82,-1.18,0.16,7.00,9.76,3.40,18.45,-0.89,0.16,9.00,19.02,10.19,29.61,-0.91,0.15,9.00,17.96,8.70,29.47,-0.95,0.14,9.00,16.50,7.25,27.05,-1.22,0.16,9.00,6.70,1.90,17.62,-1.24,0.14,9.00,6.19,1.90,15.17,-1.31,0.14,10.00,4.74,1.89,13.68,-1.23,0.14,11.00,8.61,1.90,17.14,-1.23,0.14,11.00,8.13,1.90,17.14
VANUATU,VUT,NA,NA,NA,NA,NA,NA,-0.23,0.52,1.00,49.27,10.19,73.79,-0.68,0.30,2.00,27.80,5.83,53.40,-0.74,0.31,2.00,31.22,3.40,50.49,-0.65,0.34,2.00,31.71,8.74,54.85,-0.47,0.30,3.00,40.00,16.02,56.80,0.34,0.27,3.00,65.37,52.91,74.27,0.18,0.32,3.00,61.95,44.66,75.24,0.28,0.31,4.00,66.02,52.17,74.88,0.32,0.31,4.00,66.50,53.62,75.36,0.36,0.33,4.00,69.38,53.81,78.10,0.35,0.32,4.00,67.62,53.55,79.15,0.37,0.31,4.00,68.72,56.13,78.30,0.45,0.31,4.00,69.38,56.67,79.05,0.38,0.30,4.00,67.46,54.29,78.57
"VENEZUELA, RB",VEN,-0.91,0.23,5.00,20.49,5.34,31.07,-0.95,0.18,6.00,16.10,4.37,31.07,-0.53,0.21,7.00,34.63,20.39,53.40,-1.04,0.17,7.00,11.71,1.94,29.61,-1.01,0.17,9.00,12.20,5.34,27.67,-0.89,0.16,11.00,17.56,10.19,28.16,-0.96,0.16,11.00,18.05,9.22,29.61,-0.96,0.14,14.00,17.07,8.74,26.70,-1.01,0.15,14.00,13.11,6.76,23.19,-1.10,0.15,14.00,9.71,4.35,19.81,-1.16,0.15,15.00,9.09,2.86,19.52,-1.21,0.16,15.00,7.62,1.90,18.48,-1.16,0.15,16.00,9.00,2.83,19.34,-1.24,0.14,16.00,7.18,1.43,17.14,-1.28,0.14,15.00,6.70,1.43,14.29
VIETNAM,VNM,-0.43,0.20,5.00,39.51,26.70,53.88,-0.40,0.17,6.00,40.00,30.58,56.31,-0.60,0.17,7.00,31.71,20.39,47.57,-0.56,0.15,7.00,34.63,28.16,46.12,-0.55,0.16,9.00,37.07,22.82,48.54,-0.75,0.16,10.00,24.39,14.08,38.83,-0.76,0.16,10.00,24.88,14.56,38.35,-0.74,0.14,13.00,24.88,16.50,37.38,-0.64,0.15,13.00,31.07,20.29,41.55,-0.73,0.15,13.00,25.73,15.94,38.65,-0.53,0.15,13.00,35.89,23.81,50.00,-0.63,0.14,14.00,31.43,19.91,43.60,-0.62,0.15,15.00,30.81,20.28,44.81,-0.56,0.14,15.00,35.41,24.29,47.62,-0.53,0.14,14.00,36.84,23.81,49.52
VIRGIN ISLANDS (U.S.),VIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.39,1.00,75.61,56.80,87.86,0.80,0.32,1.00,77.56,63.11,89.32,0.80,0.42,1.00,77.56,60.68,91.75,0.82,0.41,1.00,78.16,59.90,91.79,0.84,0.40,1.00,78.16,62.80,91.79,0.86,0.42,1.00,77.99,64.29,90.95,0.85,0.43,1.00,77.62,63.03,90.52,0.83,0.40,1.00,76.30,63.21,89.62,0.82,0.42,1.00,77.03,61.90,90.48,0.82,0.43,1.00,77.51,61.90,90.48
WEST BANK AND GAZA,WBG,-0.93,0.56,1.00,20.00,0.97,57.77,-0.92,0.51,1.00,19.02,1.94,56.31,-0.97,0.50,1.00,11.22,0.97,54.37,-0.97,0.47,1.00,16.10,0.49,51.94,-1.10,0.38,1.00,9.76,0.97,41.26,-0.42,0.37,2.00,42.44,14.08,60.68,-0.98,0.31,2.00,16.59,1.46,39.32,-1.10,0.40,2.00,10.24,0.49,38.83,-0.81,0.39,2.00,21.36,3.38,54.59,-1.15,0.38,3.00,8.25,0.97,36.71,-0.36,0.28,4.00,44.98,22.86,60.48,-0.34,0.27,5.00,46.19,23.22,61.61,-0.80,0.27,5.00,21.33,6.13,45.75,-0.78,0.28,5.00,24.40,7.14,47.62,-0.71,0.28,4.00,26.32,10.95,50.95
"YEMEN, REP.",YEM,-0.35,0.30,3.00,41.46,22.82,62.62,-0.89,0.21,4.00,20.00,4.37,35.44,-0.91,0.25,4.00,17.56,4.37,37.86,-0.95,0.19,4.00,17.07,2.91,34.47,-0.84,0.21,6.00,19.02,8.74,40.29,-1.01,0.21,7.00,14.63,5.34,28.16,-0.79,0.20,7.00,23.41,12.14,39.32,-0.69,0.18,10.00,26.83,16.50,41.75,-0.69,0.18,10.00,26.21,14.01,41.06,-0.69,0.17,10.00,28.64,15.94,42.51,-1.02,0.19,10.00,15.79,5.24,26.67,-1.16,0.18,11.00,10.00,1.90,19.91,-1.19,0.17,12.00,8.53,2.36,19.34,-1.23,0.17,11.00,7.66,0.95,18.10,-1.20,0.17,10.00,8.61,1.90,18.57
ZAMBIA,ZMB,-1.03,0.30,3.00,15.12,2.91,31.07,-0.88,0.20,5.00,20.49,5.34,35.44,-0.85,0.24,5.00,20.98,5.34,40.29,-0.94,0.19,6.00,20.98,3.40,34.47,-0.76,0.19,8.00,26.34,10.19,42.23,-0.68,0.17,10.00,26.83,16.02,44.66,-0.79,0.19,9.00,22.93,12.14,39.32,-0.73,0.17,11.00,26.34,14.56,38.83,-0.57,0.18,11.00,34.47,20.77,49.28,-0.47,0.17,12.00,38.83,23.67,51.21,-0.51,0.16,13.00,36.84,23.81,50.95,-0.57,0.16,13.00,32.86,21.80,48.82,-0.48,0.16,13.00,37.91,24.06,53.30,-0.36,0.15,14.00,45.93,31.43,54.29,-0.39,0.14,15.00,44.02,31.90,53.81
ZIMBABWE,ZWE,-0.25,0.27,4.00,44.39,27.67,63.11,-0.65,0.18,6.00,31.22,16.50,42.23,-0.95,0.22,6.00,15.12,4.85,32.04,-1.21,0.18,7.00,3.90,0.49,21.84,-1.25,0.19,9.00,6.34,1.46,16.02,-1.31,0.17,10.00,5.85,1.46,14.08,-1.28,0.17,10.00,7.80,0.97,16.02,-1.33,0.15,13.00,4.39,0.97,10.68,-1.36,0.16,13.00,3.40,0.97,9.66,-1.31,0.15,13.00,4.37,2.42,12.08,-1.32,0.16,13.00,5.26,0.95,13.81,-1.31,0.16,14.00,4.76,1.42,14.69,-1.39,0.16,14.00,3.32,0.94,11.32,-1.28,0.15,14.00,5.26,0.95,15.71,-1.37,0.14,14.00,2.87,0.48,11.43
